user_id	user_name	follower	following	tweet	date
daharu0211	daharu	97	71	Proteins: the physics of amorphous evolving matter https://t.co/K70Ctk9vNa  面白そう	2019-08-02 17:13:29
re_hako_moon	はこつき＠VR	81	94	https://t.co/0sVRc6D9fj 点群のサブサンプリング・特徴量抽出に利用できる微分可能な手法の提案。チャンネルをグループに分けてAttention、グループを超えて並べ替えることで点群全体の情報を参照しつつ点ごとの特徴量を計算、Selection Scoreを基準にGumbal-Maxによってサブサンプリングを行う．	2019-08-02 17:12:16
piano2683	ぴあのん	2526	1070	@tom1999_303 個人的にはこれおすすめ https://t.co/sDsOdsxLmA	2019-08-02 17:11:24
life_wont_wait	Q	2170	58	常によくわからないんだけどこういう銀河はどうやって星団と区別するんだ？（ダークハローが定義に近いところのような）/A population of dwarf galaxies deficient in dark matter https://t.co/VcExFai94g	2019-08-02 13:21:22
matryo_sika	matryosika@マンガン(Mn)	746	903	"The ""Terrascope"": On the Possibility of Using the Earth as an Atmospheric Lens https://t.co/LzXDdqnQJx ネーミングが気取ってるな"	2019-08-02 13:20:14
dadeba	N.Nakasato	235	216	画像処理のCNNで学習後の重みの性質を正しく考慮してINT8に変換すると、チューニングや再学習なしでも推論の誤差はほぼ保たれる。SSDやセグメンテーションでも使える。素晴らしい  Data-Free Quantization through Weight Equalization and Bias Correction https://t.co/Sj9txTw0oN	2019-08-02 13:09:43
ssky_ryo	ぱんだ＠六本木人工知能芸人	719	758	Mesh-VAE-GANで3D人体モデルに自然に服を着せる技術．少し惜しい． https://t.co/pxaDjNDGmJ	2019-08-02 12:54:12
life_wont_wait	Q	2170	58	前に色々厳しいと思った気がするんだけどパララックス使うと何かが改善するのか？（そんなことあるか？）/GRB Lensing Parallax: Closing Primordial Black Hole Dark Matter Mass Gap https://t.co/7fkN8NBxny	2019-08-02 12:32:57
paraphrase_lang	paraphrase_lang	63	183	Differentiable な Forth という論文に出会い、面食らった経験を持つ自分としては非常に勉強になる。紹介されている記事にある「…ニューラルネットとLISPのリスト操作が似てる、と言うようなことを書いています。」という記述をみて、ものすごい未来感に震える自分がいる。https://t.co/zmjvMbRvC2 https://t.co/GtgViOhs5Q	2019-08-02 11:08:40
fudoumyousan	宮島	192	162	(Google DeepMind) https://t.co/CJzMieRXO2 他者の心を類推し、理解する能力についての「心の理論」に基づいた振る舞いが出来るようなモデルを深層強化学習で実現．	2019-08-02 10:51:39
quoske	Kosuke Fukui            福井浩介	173	184	https://t.co/Y0fKaVmm1h Yang Wang 氏著 の Master Thesis、 GKP qubit を用いた量子誤り訂正について良くまとまっている。	2019-08-02 10:13:34
icoxfog417	piqcy	9123	127	ランキングや最近傍の選択といった、値のオーダー(ソート)に基づく処理を微分可能にしてEnd-to-Endで学習できるようにする研究。ソートを最適輸送問題(OT)と見なし(並んだ2値の差を最小化する)、これをOTへの収束が証明されているSinkhornアルゴリズムで解く。  https://t.co/vkOKLD67nS	2019-08-02 10:11:42
jnishi	Jiro Nishitoba	822	291	またGraph Neural Networkのサーベイが出ていた。https://t.co/S6XUGqCzVn サーベイ論文がこんなに出てくる分野も珍しい。	2019-08-02 10:08:32
