user_id	user_name	follower	following	tweet	date
MizunagiKB	水凪工房	943	281	Google Dataset Search使っていて見つけたもの。  実際の顔とイラストの顔では構造が異なって難しい学習を、ランドマークを使用したCycleGANで行おうというもの。  写真からCartoonへ変換だと思って読んでいたら、ギャルゲ風への変換やその逆もやっていて面白い。  https://t.co/RfHuh8M7wi https://t.co/VuFLsXvjih	2020-01-28 10:07:22
kotonohano_toko	Yuto Minami	159	154	@masazumi318 リソースあればこれやりたいんですよね https://t.co/IZ501JIeHU	2020-01-28 09:46:39
arXiv_0813	けい♪憐@iPhone5	32	8	＃パズドラ  フレンド募集中でさぁ♪IDは189223408！	2020-01-28 06:00:44
q9ac	將籠林檎 / ブラックマジシャン	389	312	arxivみてたらいちにちが終わった…笑 あとちょびっと議論してたくらい…_(:3」 ∠)_	2020-01-28 05:26:49
q9ac	將籠林檎 / ブラックマジシャン	389	312	光のアンダーソン局在．系の大きさによらない局在性．   https://t.co/53CyGccrM0	2020-01-28 05:21:59
q9ac	將籠林檎 / ブラックマジシャン	389	312	量子ドット(QD)-超伝導体 (SC) -量子ドットの系でSC/QDsの界面でアンドレーエフ反射→エンタングルした電子がQDsにトンネルする．QDsは非局所的相互作用ができる．QDs+キャビティにしておくとキャビティ間でフォトンを非局所にやり取りできる．  ピタゴラスイッチみたい．   https://t.co/tk2MiF3i0F	2020-01-28 05:16:38
q9ac	將籠林檎 / ブラックマジシャン	389	312	サイクリックな発展じゃなくても，幾何学的位相がつくという話がOpticsでは昔からある． 偏光状態を変化させたときにつく位相でPancharatnam phaseと呼ばれている． これと類似の幾何学的位相が弱い電場中の結晶 (周期ポテンシャル) 中の電子に現れるという話．   https://t.co/yhGkUmVJIe	2020-01-28 05:03:45
q9ac	將籠林檎 / ブラックマジシャン	389	312	量子的なコヒーレンスを使った超解像イメージングに疑問を投げかける．適切にフィッシャー情報量を規格化するとコヒーレント＞インコヒーレントということはない．ただこれはモデルが１次元なので現実的にはあと二つ次元を増やさねばなるまいという言及もあり．   https://t.co/lqxEumfLty	2020-01-28 04:48:08
q9ac	將籠林檎 / ブラックマジシャン	389	312	トポロジカル絶縁体の薄膜→2つの界面間の相互作用が起こるシチュエーションを想定． この系における集団励起 (plasmonicなモード) の分散関係を計算．  https://t.co/gPpdumqHnB	2020-01-28 04:37:10
q9ac	將籠林檎 / ブラックマジシャン	389	312	ハイゼンベルグ+ハバード模型→強磁性が出たり反強磁性が出たりする．  ↑経路積分のテクニックで有効ハミルトニアンを出すときにオンサイトのポテンシャルと交換相互作用の強さで有効磁場が変わる   https://t.co/Po1rQ0vRQM	2020-01-28 04:32:55
q9ac	將籠林檎 / ブラックマジシャン	389	312	トランズモン量子ビットとオプトメカニクスの超強結合．   https://t.co/vXcREaCYy7	2020-01-28 04:20:11
masazumi318	Masazumi Honda	1260	2850	@etsukoitou @NH_M_ 良さそうな正則化はhttps://t.co/14uHwGrsLa　で提案されています！	2020-01-28 04:01:29
ultimatile	Tsuji Katabira	2021	1901	つよそうな論文が見つけた  A Theory of Trotter Error https://t.co/r01atVvVhx	2020-01-28 03:56:20
ultimatile	Tsuji Katabira	2021	1901	tensornetの論文でこんなに数式だらけになるとは…  Field Tensor Network States https://t.co/1zsisl94qD	2020-01-28 03:39:06
TodayInsane	砂時計	99	97	前の2つを経て半教師ありのfew-shotという世界へと拡張 https://t.co/AxbfZN07cz  Relation Networkが各クエリとsupport setの類似度スコアを計算する補助ネットワークを学習(非線形metricと同意義) https://t.co/mVJnISGGba	2020-01-28 01:41:29
q9ac	將籠林檎 / ブラックマジシャン	389	312	Jumptime unraveling: 量子系の時間発展をが決定的なものだとしてこれを決められた数だけ途中でジャンプさせる．これをいくつもの「経路」について考えて最後に平均する．これで量子ダイナミクスを追える．  密度行列ダイナミクスを直接解くより計算コストが低くなるらしい   https://t.co/hinn0VWezY	2020-01-28 01:30:52
TodayInsane	砂時計	99	97	"トップカンファの最新論文、知りたい分野それ自体の前に""Related Work""を参照すればここ数年の良い論文が作ってきた歴史を最短で辿れる  Few-Shot Learningの理解のためにMatching Network(NIPS'16)とPrototypical Networks(NIPS'17)を読んでみる  https://t.co/mB4nOBwiHS https://t.co/gMpidMD60Z"	2020-01-28 01:28:22
q9ac	將籠林檎 / ブラックマジシャン	389	312	ソフトマター (e.g., 細胞のネットワーク) の構造の変化を追いかけるためにある状態と他方状態の「トポロジカルな距離」を提案．   https://t.co/C3cewbijKi	2020-01-28 01:18:40
q9ac	將籠林檎 / ブラックマジシャン	389	312	自分でも結構面白いと思うから大量のarxivツイートに乗っけてモッカイ宣伝． https://t.co/Ad8NFfGC6C	2020-01-28 01:11:39
q9ac	將籠林檎 / ブラックマジシャン	389	312	加速している観測者が感じるウンルー効果の「温度」をエンタングルしたディテクタで観測できるか？加速度が大きいほどフィッシャー情報量が減るのに対して，エンタングルメントはフィッシャー情報量を増やす． というわけでウンルー効果を実際に観測するのは難しいという．   https://t.co/AzXFs1100p	2020-01-28 01:08:59
q9ac	將籠林檎 / ブラックマジシャン	389	312	関連ありそうな話  曲がった時空に置かれたキュービットのアンサンブル  https://t.co/ntEnbayUkP	2020-01-28 00:57:29
q9ac	將籠林檎 / ブラックマジシャン	389	312	強相関電子系の文脈で出てくる非エルミートな話と開放系で出てくる非エルミートな話を繋ぐ．   https://t.co/VkuckKm38I	2020-01-28 00:25:00
q9ac	將籠林檎 / ブラックマジシャン	389	312	Weyl半金属間のCasimir効果．Weylコーンがどのように傾いているかとか化学ポテンシャルの大きさとかでCasimirエネルギーがどう変わるかなど．   https://t.co/m9fpABAskr	2020-01-28 00:09:50
q9ac	將籠林檎 / ブラックマジシャン	389	312	超伝導転移温度のちょびっと上では，電子系に揺らぎがあって，それゆえにその系のプラズモンはダンピングを受ける．このダンピングを見れば超伝導体内部の揺らぎを間接的に見ることができる．   https://t.co/oKoYIad1bV	2020-01-28 00:06:15
KwhRd100	kwh_rd100	16	0	アンサンブル密度汎関数理論における個々の相関：追加のコーンシャムシステムなしの状態駆動/密度駆動分解　この分解では、個々のプロパティの抽出に焦点を当て、追加の状態駆動(SD)型コーンシャム(KS)システム参照せず、かつ、本質が密度駆動(DD)部分にあることを示した。https://t.co/GQRHepT0fU	2020-01-28 00:05:17
QFTlover	T duality	307	216	★後で読む Holography without strings? https://t.co/G3Uou71Tim	2020-01-28 00:01:31
q9ac	將籠林檎 / ブラックマジシャン	389	312	超伝導体を強磁場中にいれると，超高感度なフォトンカウンタになるらしい．   https://t.co/KN9Ah6GbtT	2020-01-27 23:54:28
q9ac	將籠林檎 / ブラックマジシャン	389	312	2準位系をスピンと対応づけるなら，superradianceは強磁性，subradianceは反強磁性と捉えることができる．2準位系のチェーン (１次元系) でその周期をうまく設定すると，そのsubradiance状態が発現するという話．   https://t.co/eheSzX0lNN	2020-01-27 23:47:28
QFTlover	T duality	307	216	後で読む Diffeomorphism invariance and the black hole information paradox https://t.co/Pqub0ZcIfg	2020-01-27 23:47:08
q9ac	將籠林檎 / ブラックマジシャン	389	312	ハイゼンベルグ描像で開放系(熱浴+量子系+外場駆動)の着目系密度行列のダイナミクスを導く．  ハイゼンベルグ描像では生成消滅演算子が時間依存になる． 他方，密度行列の部分トレースをとったものを数状態で表すと，上の時間依存生成消滅演算子が出てくる．   https://t.co/jnM4U04CgP	2020-01-27 23:42:46
1789aorhow	まきゃ	497	225	@aoarashi5 https://t.co/XrSIVwcpfP これのこと 実用的とは言えないけど面白かったので	2020-01-27 23:33:15
