user_id	user_name	follower	following	tweet	date
kashima_ctrl	Kenji Kashima	60	34	組み合わせ問題として定式化＆等価な凸問題導出 https://t.co/Bnp9a4pBI7 → 賞もらう → 解析解出したでとメールもらうhttps://t.co/lGZ2ggQRao → いいねと返す（今ここ）。時代に逆行しますが、このように安直にソルバーに放り込まずに数理的に粘る美学も大事にしたい。	2019-12-25 12:46:32
TakaAomidoro	Takashi TAKAHASHI (髙橋 昂)	62	84	https://t.co/2DwyKSAjzv The noncommutative replica procedure  こわい	2019-12-25 12:33:18
KTYDRCB	KTYD	238	336	ただこの手の原論文、arxivだけっての多くない？引用しにくいんだよなあ。	2019-12-25 12:23:07
motoo0807	ぬーエンタープライズ	115	195	今日のarXivの更新、hep-thだけやたら多いの草生える	2019-12-25 11:58:40
arXiv_reaDer	arXiv reaDer bot	56	0	Neural Shape Parsers for Constructive Solid Geometry 建設的な立体形状のためのニューラル形状パーサー  2019-12-22T00:08:13+00:00  arXiv: https://t.co/7VMY0R8m43 英/日サマリ↓ https://t.co/giimpsY44U	2019-12-25 11:45:29
arXiv_reaDer	arXiv reaDer bot	56	0	Atmospheric turbulence removal using convolutional neural network 畳み込みニューラルネットワークを使用した大気乱流除去  2019-12-22T22:22:55+00:00  arXiv: https://t.co/SjnuiP6xMB 英/日サマリ↓ https://t.co/gWHo12Wizo	2019-12-25 11:45:09
arXiv_reaDer	arXiv reaDer bot	56	0	Analyzing ImageNet with Spectral Relevance Analysis: Towards ImageNet un-Hans'ed スペクトル関連分析によるImageNetの分析：非ハンズドImageNetに向けて  2019-12-22T22:40:27+00:00  arXiv: https://t.co/54ow4xOA8S 英/日サマリ↓ https://t.co/HxqL4PlzHH	2019-12-25 11:44:49
arXiv_reaDer	arXiv reaDer bot	56	0	A Multimodal Target-Source Classifier with Attention Branches to Understand Ambiguous Instructions for  ... 毎日のオブジェクトを取得するためのあいまいな指示を理解するための注意分岐を備えたマルチモーダルターゲットソース分類子  arXiv: https://t.co/VqkNSY5Tat https://t.co/q45ecWzgr0	2019-12-25 11:44:32
arXiv_reaDer	arXiv reaDer bot	56	0	FisheyeMultiNet: Real-time Multi-task Learning Architecture for Surround-view Automated Parking System FisheyeMultiNet：サラウンドビュー自動駐車システム用のリアルタイムマルチタスク学習アーキテクチャ  arXiv: https://t.co/vyA7eSf8AN https://t.co/Yc63O64pQs	2019-12-25 11:44:10
arXiv_reaDer	arXiv reaDer bot	56	0	AdvGAN++ : Harnessing latent layers for adversary generation AdvGAN ++：攻撃者生成のための潜在層の活用  2019-12-23T19:31:19+00:00  arXiv: https://t.co/298VSZWHlk 英/日サマリ↓ https://t.co/VJ5aCDhd8R	2019-12-25 11:43:49
